Date,Close,difference
2024-01-01,1.1055831909179688,
2024-01-02,1.1038745641708374,-0.1545452898675692
2024-01-03,1.0941756963729858,-0.8786204622023064
2024-01-04,1.0927767753601074,-0.12785158887330672
2024-01-05,1.0947387218475342,0.1795377181931901
2024-01-08,1.0942236185073853,-0.047052628163146704
2024-01-09,1.095170259475708,0.08651256948868369
2024-01-10,1.093242645263672,-0.17601046005017995
2024-01-11,1.0975141525268557,0.39071904866585516
2024-01-12,1.0981649160385132,0.05929431617435199
2024-01-15,1.094570875167847,-0.32727697071505135
2024-01-16,1.094570875167847,0.0
2024-01-17,1.087878942489624,-0.6113749991015105
2024-01-18,1.0885775089263916,0.06421361876616238
2024-01-19,1.0879143476486206,-0.06091998707791202
2024-01-22,1.089229702949524,0.12090614520767762
2024-01-23,1.088020920753479,-0.11097587522371777
2024-01-24,1.0857881307601929,-0.205215722482599
2024-01-25,1.088174819946289,0.21981168503151238
2024-01-26,1.0847046375274658,-0.3188993491867853
2024-01-29,1.0843517780303955,-0.03253046819037264
2024-01-30,1.0834470987319946,-0.08343042513787591
2024-01-31,1.08433997631073,0.08241081449942289
2024-02-01,1.0803920030593872,-0.3640899844691736
2024-02-02,1.0874648094177246,0.6546518613900432
2024-02-05,1.0780043601989746,-0.8699545159365218
2024-02-06,1.0741831064224243,-0.3544747978426521
2024-02-07,1.075719952583313,0.1430711534839757
2024-02-08,1.077574610710144,0.17241086979722375
2024-02-09,1.077725529670715,0.014005430257091334
2024-02-12,1.0798202753067017,0.19436726497761292
2024-02-13,1.0772264003753662,-0.24021357911608865
2024-02-14,1.070893168449402,-0.5879202295596575
2024-02-15,1.073214769363403,0.21679108452643536
2024-02-16,1.0773887634277344,0.38892439644742094
2024-02-19,1.0784927606582642,0.10246971826746165
2024-02-20,1.0775396823883057,-0.08837131826242572
2024-02-21,1.0813149213790894,0.3503573049315589
2024-02-22,1.082040309906006,0.06708392833343346
2024-02-23,1.0825674533843994,0.048717545323162526
