Vectors,p1,p2,p3,p4,p5,true_value_next_day
1,-0.1545452898675692,-0.8786204622023064,-0.12785158887330672,0.1795377181931901,-0.047052628163146704,0.08651256948868369
2,-0.8786204622023064,-0.12785158887330672,0.1795377181931901,-0.047052628163146704,0.08651256948868369,-0.17601046005017995
3,-0.12785158887330672,0.1795377181931901,-0.047052628163146704,0.08651256948868369,-0.17601046005017995,0.39071904866585516
4,0.1795377181931901,-0.047052628163146704,0.08651256948868369,-0.17601046005017995,0.39071904866585516,0.05929431617435199
5,-0.047052628163146704,0.08651256948868369,-0.17601046005017995,0.39071904866585516,0.05929431617435199,-0.32727697071505135
6,0.08651256948868369,-0.17601046005017995,0.39071904866585516,0.05929431617435199,-0.32727697071505135,0.0
7,-0.17601046005017995,0.39071904866585516,0.05929431617435199,-0.32727697071505135,0.0,-0.6113749991015105
8,0.39071904866585516,0.05929431617435199,-0.32727697071505135,0.0,-0.6113749991015105,0.06421361876616238
9,0.05929431617435199,-0.32727697071505135,0.0,-0.6113749991015105,0.06421361876616238,-0.06091998707791202
10,-0.32727697071505135,0.0,-0.6113749991015105,0.06421361876616238,-0.06091998707791202,0.12090614520767762
11,0.0,-0.6113749991015105,0.06421361876616238,-0.06091998707791202,0.12090614520767762,-0.11097587522371777
12,-0.6113749991015105,0.06421361876616238,-0.06091998707791202,0.12090614520767762,-0.11097587522371777,-0.205215722482599
13,0.06421361876616238,-0.06091998707791202,0.12090614520767762,-0.11097587522371777,-0.205215722482599,0.21981168503151238
14,-0.06091998707791202,0.12090614520767762,-0.11097587522371777,-0.205215722482599,0.21981168503151238,-0.3188993491867853
15,0.12090614520767762,-0.11097587522371777,-0.205215722482599,0.21981168503151238,-0.3188993491867853,-0.03253046819037264
16,-0.11097587522371777,-0.205215722482599,0.21981168503151238,-0.3188993491867853,-0.03253046819037264,-0.08343042513787591
17,-0.205215722482599,0.21981168503151238,-0.3188993491867853,-0.03253046819037264,-0.08343042513787591,0.08241081449942289
18,0.21981168503151238,-0.3188993491867853,-0.03253046819037264,-0.08343042513787591,0.08241081449942289,-0.3640899844691736
19,-0.3188993491867853,-0.03253046819037264,-0.08343042513787591,0.08241081449942289,-0.3640899844691736,0.6546518613900432
20,-0.03253046819037264,-0.08343042513787591,0.08241081449942289,-0.3640899844691736,0.6546518613900432,-0.8699545159365218
21,-0.08343042513787591,0.08241081449942289,-0.3640899844691736,0.6546518613900432,-0.8699545159365218,-0.3544747978426521
22,0.08241081449942289,-0.3640899844691736,0.6546518613900432,-0.8699545159365218,-0.3544747978426521,0.1430711534839757
23,-0.3640899844691736,0.6546518613900432,-0.8699545159365218,-0.3544747978426521,0.1430711534839757,0.17241086979722375
24,0.6546518613900432,-0.8699545159365218,-0.3544747978426521,0.1430711534839757,0.17241086979722375,0.014005430257091334
25,-0.8699545159365218,-0.3544747978426521,0.1430711534839757,0.17241086979722375,0.014005430257091334,0.19436726497761292
26,-0.3544747978426521,0.1430711534839757,0.17241086979722375,0.014005430257091334,0.19436726497761292,-0.24021357911608865
27,0.1430711534839757,0.17241086979722375,0.014005430257091334,0.19436726497761292,-0.24021357911608865,-0.5879202295596575
28,0.17241086979722375,0.014005430257091334,0.19436726497761292,-0.24021357911608865,-0.5879202295596575,0.21679108452643536
29,0.014005430257091334,0.19436726497761292,-0.24021357911608865,-0.5879202295596575,0.21679108452643536,0.38892439644742094
30,0.19436726497761292,-0.24021357911608865,-0.5879202295596575,0.21679108452643536,0.38892439644742094,0.10246971826746165
31,-0.24021357911608865,-0.5879202295596575,0.21679108452643536,0.38892439644742094,0.10246971826746165,-0.08837131826242572
32,-0.5879202295596575,0.21679108452643536,0.38892439644742094,0.10246971826746165,-0.08837131826242572,0.3503573049315589
33,0.21679108452643536,0.38892439644742094,0.10246971826746165,-0.08837131826242572,0.3503573049315589,0.06708392833343346
34,0.38892439644742094,0.10246971826746165,-0.08837131826242572,0.3503573049315589,0.06708392833343346,0.048717545323162526
35,0.10246971826746165,-0.08837131826242572,0.3503573049315589,0.06708392833343346,0.048717545323162526,-0.05194228009101076
36,-0.08837131826242572,0.3503573049315589,0.06708392833343346,0.048717545323162526,-0.05194228009101076,0.285384801240407
37,0.3503573049315589,0.06708392833343346,0.048717545323162526,-0.05194228009101076,0.285384801240407,-0.05639159695994822
38,0.06708392833343346,0.048717545323162526,-0.05194228009101076,0.285384801240407,-0.05639159695994822,-0.05528021705811792
39,0.048717545323162526,-0.05194228009101076,0.285384801240407,-0.05639159695994822,-0.05528021705811792,-0.31226566602047257
40,-0.05194228009101076,0.285384801240407,-0.05639159695994822,-0.05528021705811792,-0.31226566602047257,0.3491335816306229
41,0.285384801240407,-0.05639159695994822,-0.05528021705811792,-0.31226566602047257,0.3491335816306229,0.11506775155347704
42,-0.05639159695994822,-0.05528021705811792,-0.31226566602047257,0.3491335816306229,0.11506775155347704,0.007599404215485883
43,-0.05528021705811792,-0.31226566602047257,0.3491335816306229,0.11506775155347704,0.007599404215485883,0.40110165418332233
44,-0.31226566602047257,0.3491335816306229,0.11506775155347704,0.007599404215485883,0.40110165418332233,0.46429060472945594
45,0.3491335816306229,0.11506775155347704,0.007599404215485883,0.40110165418332233,0.46429060472945594,-0.0656567795387697
46,0.11506775155347704,0.007599404215485883,0.40110165418332233,0.46429060472945594,-0.0656567795387697,-0.10603929401840073
47,0.007599404215485883,0.40110165418332233,0.46429060472945594,-0.0656567795387697,-0.10603929401840073,-0.03278122880970846
48,0.40110165418332233,0.46429060472945594,-0.0656567795387697,-0.10603929401840073,-0.03278122880970846,0.2519724276841995
49,0.46429060472945594,-0.0656567795387697,-0.10603929401840073,-0.03278122880970846,0.2519724276841995,-0.6562695389562556
50,-0.0656567795387697,-0.10603929401840073,-0.03278122880970846,0.2519724276841995,-0.6562695389562556,-0.007623501546549782
51,-0.10603929401840073,-0.03278122880970846,0.2519724276841995,-0.6562695389562556,-0.007623501546549782,-0.07937371227215717
52,-0.03278122880970846,0.2519724276841995,-0.6562695389562556,-0.007623501546549782,-0.07937371227215717,-0.09777760139780822
53,0.2519724276841995,-0.6562695389562556,-0.007623501546549782,-0.07937371227215717,-0.09777760139780822,0.6803066718666706
54,-0.6562695389562556,-0.007623501546549782,-0.07937371227215717,-0.09777760139780822,0.6803066718666706,-0.6843421167792352
55,-0.007623501546549782,-0.07937371227215717,-0.09777760139780822,0.6803066718666706,-0.6843421167792352,-0.5047075233675313
56,-0.07937371227215717,-0.09777760139780822,0.6803066718666706,-0.6843421167792352,-0.5047075233675313,0.2839613982804634
57,-0.09777760139780822,0.6803066718666706,-0.6843421167792352,-0.5047075233675313,0.2839613982804634,-0.05415890093947162
58,0.6803066718666706,-0.6843421167792352,-0.5047075233675313,0.2839613982804634,-0.05415890093947162,-0.17517638968261862
59,-0.6843421167792352,-0.5047075233675313,0.2839613982804634,-0.05415890093947162,-0.17517638968261862,-0.17487746285576034
60,-0.5047075233675313,0.2839613982804634,-0.05415890093947162,-0.17517638968261862,-0.17487746285576034,-0.016178799477861716
61,0.2839613982804634,-0.05415890093947162,-0.17517638968261862,-0.17487746285576034,-0.016178799477861716,-0.5143150317636236
62,-0.05415890093947162,-0.17517638968261862,-0.17487746285576034,-0.016178799477861716,-0.5143150317636236,0.2918275733701847
63,-0.17517638968261862,-0.17487746285576034,-0.016178799477861716,-0.5143150317636236,0.2918275733701847,0.6481340849805228
